timestamp,processId,threadId,parentProcessId,userId,mountNamespace,processName,hostName,eventId,eventName,stackAddresses,argsNum,returnValue,args,sus,evil,is_suspicious
523.027365,1,7295,1,0,0,ps,ip-10-100-1-120,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/6/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'int*', 'value': 1800052395}]",0,0,0
134.423855,1,837,0,1,0,systemd,ip-10-100-1-120,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 24}]",1,0,1
2887.834622,1,7559,1,0,0,ps,ip-10-100-1-57,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/270/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 1179266731}]",0,0,0
404.490517,1,7298,1,0,1,systemd-udevd,ubuntu,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 6}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFDE8C1D530'}]",0,0,0
3028.36578,1,7580,1,0,0,sshd,ip-10-100-1-57,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 4}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFFC8854500'}]",0,0,0
771.816712,1,7300,1,0,0,ps,ip-10-100-1-120,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/18/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'int*', 'value': 1343463083}]",0,0,0
2950.000728,1,7564,1,0,0,ps,ip-10-100-1-57,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/76/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 2194824875}]",0,0,0
2078.919252,1,7361,1,0,0,ps,ip-10-100-1-173,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 1}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFC97379D20'}]",0,0,0
135.033126,1,812,0,1,0,systemd,ip-10-100-1-173,257,openat,[],4,2,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/sys/fs/cgroup/unified/user.slice/user-1000.slice/user@1000.service/systemd-exit.service/cgroup.procs'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'mode_t', 'value': 2593906347}]",1,0,1
3894.63546,1,7447,1,0,0,sshd,ip-10-100-1-120,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 4}]",0,0,0
1171.941708,1,7361,1,0,0,sshd,ip-10-100-1-55,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 3}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFEB771EF80'}]",0,0,0
274.373004,1,7278,1,0,0,ps,ip-10-100-1-120,3,close,"[139990654273927, 2048, 3544389192829247529]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
2733.284409,1,7620,1,0,1,systemd-udevd,ubuntu,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': 6}, {'name': 'pathname', 'type': 'const char*', 'value': 'sys'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH'}, {'name': 'mode', 'type': 'int', 'value': 1679794214}]",0,0,0
915.547924,1,681,0,0,0,snapd,ip-10-100-1-34,217,getdents64,"[94216490760928, 94216490734715, 94216490857711, 94216490866593, 94216490865088, 94216494243169, 94216494244444, 94216494244444, 94216494244444, 94216494241091, 94216494249647, 94216494251665, 94216494232035, 94216494232916, 94216497559301, 94216497559926, 94216497106841, 94216497269687, 94216498717431, 94216498719910]",3,1,"[{'name': 'fd', 'type': 'int', 'value': 9}, {'name': 'dirp', 'type': 'struct linux_dirent64*', 'value': '0xC4207DF000'}, {'name': 'count', 'type': 'size_t', 'value': 4096}]",0,0,0
684.602502,1,7307,1,0,1,systemd-udevd,ubuntu,5,fstat,[140501008774793],2,0,"[{'name': 'fd', 'type': 'int', 'value': 6}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFD5B5BA660'}]",0,0,0
134.423946,1,837,0,1,0,systemd,ip-10-100-1-120,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 4}]",1,0,1
2071.898807,1,7471,1,0,0,sshd,ip-10-100-1-57,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 8}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFF60AEC450'}]",0,0,0
2387.385355,1,7406,1,0,0,ps,ip-10-100-1-55,1005,security_file_open,[],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/159/cmdline'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38914}]",0,0,0
1388.503725,1,7390,1,0,0,sshd,ip-10-100-1-57,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/etc/nsswitch.conf'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'mode_t', 'value': 3992495708}]",0,0,0
1269.509261,1,7326,1,0,0,ps,ip-10-100-1-120,3,close,"[139819964598663, 2048, 4192903421456249455]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
1394.228925,1,7367,1,0,0,ps,ip-10-100-1-34,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/6/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 3643981483}]",0,0,0
684.534017,1,7306,1,0,1,systemd-udevd,ubuntu,21,access,"[140501008777899, 94285636512496]",2,2,"[{'name': 'pathname', 'type': 'const char*', 'value': '/sys/bus/dmi/devices/id'}, {'name': 'mode', 'type': 'mode_t', 'value': 'F_OK'}]",0,0,0
133.68212,1,822,0,1,0,systemd,ip-10-100-1-57,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 31}]",1,0,1
1827.599457,1,7395,1,0,0,ps,ip-10-100-1-55,5,fstat,[],2,0,"[{'name': 'fd', 'type': 'int', 'value': 4}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFE03589BC0'}]",0,0,0
404.4254,1,7299,1,0,1,systemd-udevd,ubuntu,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': 15}, {'name': 'pathname', 'type': 'const char*', 'value': 'devices'}, {'name': 'flags', 'type': 'unsigned int', 'value': 'O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH'}, {'name': 'mode', 'type': 'mode_t', 'value': 3372970022}]",0,0,0
2310.371492,1,7492,1,0,0,sshd,ip-10-100-1-57,1005,security_file_open,"[139753364446891, 8317981795760173871]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/etc/ssh/ssh_host_ed25519_key'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 211812353}, {'name': 'inode', 'type': 'unsigned long', 'value': 61068}]",0,0,0
3928.821567,1,7450,1,0,0,sshd,ip-10-100-1-120,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 5}]",0,0,0
1876.229654,1,7446,1,0,0,sshd,ip-10-100-1-57,5,fstat,[139753338459785],2,0,"[{'name': 'fd', 'type': 'int', 'value': 3}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFF4EE0A530'}]",0,0,0
1456.890472,1,7348,1,0,0,ps,ip-10-100-1-173,1005,security_file_open,"[140325193072299, 7308895159531168559]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/79/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38761}]",0,0,0
133.676927,1,822,0,1,0,systemd,ip-10-100-1-57,257,openat,[],4,2,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/sys/fs/cgroup/unified/user.slice/user-1000.slice/user@1000.service/gpg-agent-extra.socket'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_NONBLOCK|O_DIRECTORY|O_CLOEXEC'}, {'name': 'mode', 'type': 'mode_t', 'value': 1158358620}]",1,0,1
3508.928329,1,7425,1,0,0,ps,ip-10-100-1-34,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/104/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 2711408299}]",0,0,0
956.961934,1,7357,1,0,0,ps,ip-10-100-1-55,1005,security_file_open,"[140006846471851, 7308895159531168559]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/73/cmdline'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38839}]",0,0,0
1356.671181,1,7348,1,0,1,systemd-udevd,ubuntu,257,openat,"[139743267876523, 2329578503059742820]",4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH'}, {'name': 'mode', 'type': 'mode_t', 'value': 2211933867}]",0,0,0
2699.293908,1,7383,1,0,0,ps,ip-10-100-1-28,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
584.611847,1,7317,1,0,0,ps,ip-10-100-1-28,3,close,"[140718848338311, 2048, 750803032801113193]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
1828.465479,1,7368,1,0,0,ps,ip-10-100-1-28,1005,security_file_open,"[140067848056491, 7308895159531168559]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/72/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38811}]",0,0,0
135.044617,1,812,0,1,0,systemd,ip-10-100-1-173,3,close,"[140259045946539, 1]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",1,0,1
409.147137,1,7285,1,0,1,systemd-udevd,ubuntu,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 6}]",0,0,0
134.172833,1,7273,1,0,1,systemd-udevd,ubuntu,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 15}]",0,0,0
1851.305338,1,7377,1,0,1,systemd-udevd,ubuntu,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 15}]",0,0,0
3569.854733,1,7412,1,0,0,ps,ip-10-100-1-28,1005,security_file_open,[],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/21/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38791}]",0,0,0
3758.299566,1,7399,1,0,0,ps,ip-10-100-1-173,3,close,"[140481197861255, 2048, 8029185179638395765]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
404.220011,1,7291,1,0,1,systemd-udevd,ubuntu,257,openat,[140225374564390],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': 15}, {'name': 'pathname', 'type': 'const char*', 'value': 'id'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH'}, {'name': 'mode', 'type': 'int*', 'value': 3282284582}]",0,0,0
140.433579,1,812,0,1,0,systemd,ip-10-100-1-28,3,close,[140397321206151],1,0,"[{'name': 'fd', 'type': 'int', 'value': 15}]",1,0,1
133.844736,1,7266,1,0,1,systemd-udevd,ubuntu,257,openat,"[139692889304747, 3111813020014358390]",4,2,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/run/udev/data/+cgroup:task_delay_info(1029:session-4.scope)'}, {'name': 'flags', 'type': 'unsigned int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'mode_t', 'value': 3372969643}]",0,0,0
903.707352,1,7345,1,0,1,systemd-udevd,ubuntu,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 15}]",0,0,0
3755.229512,1,7430,1,0,0,ps,ip-10-100-1-55,257,openat,"[140703552073387, 7308895159531168559]",4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/76/cmdline'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'int*', 'value': 423456427}]",0,0,0
3029.731183,1,7580,1,0,0,sshd,ip-10-100-1-57,217,getdents64,[],3,0,"[{'name': 'fd', 'type': 'int', 'value': 8}, {'name': 'dirp', 'type': 'struct linux_dirent64*', 'value': '0x55CC6A46DAE0'}, {'name': 'count', 'type': 'size_t', 'value': 32768}]",0,0,0
1643.048856,1,7372,1,0,0,ps,ip-10-100-1-34,3,close,"[140359678351751, 29801]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
895.676534,1,7323,1,0,0,ps,ip-10-100-1-28,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/504/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 2426166955}]",0,0,0
134.39814,1,837,0,1,0,systemd,ip-10-100-1-120,1005,security_file_open,[],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/usr/lib/systemd/user/systemd-exit.service'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 211812353}, {'name': 'inode', 'type': 'unsigned long', 'value': 3341}]",1,0,1
3322.282482,1,7422,1,0,0,ps,ip-10-100-1-34,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/usr/lib/locale/C.UTF-8/LC_IDENTIFICATION'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'mode_t', 'value': 3390768732}]",0,0,0
1851.831429,1,7376,1,0,1,systemd-udevd,ubuntu,21,access,[],2,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/sys/devices/virtual/dmi/id/uevent'}, {'name': 'mode', 'type': 'mode_t', 'value': 'F_OK'}]",0,0,0
212.180807,1,1408,0,0,0,amazon-ssm-agen,ip-10-100-1-79,1005,security_file_open,"[94522908836234, 94522908970657, 94522908963573, 94522913028174, 94522913030927, 94522913030461, 94522913034979, 94522914669450, 94522914668589, 94522914666356, 94522914809020, 94522914808789, 94522914820078, 94522908492049]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/dev/null'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 6}, {'name': 'inode', 'type': 'unsigned long', 'value': 6}]",0,0,0
3196.790819,1,7405,1,0,0,ps,ip-10-100-1-28,1005,security_file_open,"[140666861817515, 8319683848551214900]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/654/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38972}]",0,0,0
771.845123,1,7300,1,0,0,ps,ip-10-100-1-120,1005,security_file_open,[],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/82/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38782}]",0,0,0
2387.395006,1,7406,1,0,0,ps,ip-10-100-1-55,1005,security_file_open,[],4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/272/stat'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 38933}]",0,0,0
134.400145,1,837,0,1,0,systemd,ip-10-100-1-120,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/sys/fs/cgroup/unified/user.slice/user-1000.slice/user@1000.service/dbus.socket/cgroup.procs'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'int*', 'value': 184843947}]",1,0,1
273.718399,1,7298,1,0,0,ps,ip-10-100-1-28,3,close,"[140436342933895, 7017784093263946799]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
1643.426963,1,7351,1,0,0,ps,ip-10-100-1-173,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/self/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 45387435}]",0,0,0
337.284875,1,7291,1,0,0,ps,ip-10-100-1-173,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
2495.034922,1,159,0,0,0,systemd-journal,ip-10-100-1-34,1005,security_file_open,"[140172946247460, 8463496752512578864]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/7405/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 40128}]",0,0,0
460.21562,1,7315,1,0,0,ps,ip-10-100-1-28,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/12/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 1508777643}]",0,0,0
1851.616601,1,7382,1,0,1,systemd-udevd,ubuntu,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 6}]",0,0,0
133.691691,1,822,0,1,0,systemd,ip-10-100-1-57,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 20}]",1,0,1
2390.176547,1,1385,0,0,0,amazon-ssm-agen,ip-10-100-1-57,3,close,[],1,0,"[{'name': 'fd', 'type': 'int', 'value': 18}]",0,0,0
1768.197147,1,7423,1,0,0,ps,ip-10-100-1-57,3,close,"[139755801172359, 2048, 8314046599117435508]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
3322.400062,1,7422,1,0,0,ps,ip-10-100-1-34,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/475/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 3390746283}]",0,0,0
524.317597,1,7317,1,0,0,ps,ip-10-100-1-57,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/25/cmdline'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 3355373227}]",0,0,0
2450.487769,1,7379,1,0,0,ps,ip-10-100-1-28,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/379/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 1167036075}]",0,0,0
2762.702717,1,7411,1,0,0,ps,ip-10-100-1-34,1005,security_file_open,"[139791561633451, 8319683848551214903]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/107/status'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 39095}]",0,0,0
135.032683,1,812,0,1,0,systemd,ip-10-100-1-173,6,lstat,[],2,2,"[{'name': 'pathname', 'type': 'const char*', 'value': '/sys/fs/cgroup/pids/user.slice/user-1000.slice/user@1000.service/snapd.session-agent.socket'}, {'name': 'statbuf', 'type': 'struct stat*', 'value': '0x7FFCCF3366D0'}]",1,0,1
3571.711279,1,7394,1,0,0,ps,ip-10-100-1-173,3,close,"[139747858962823, 2048, 7020360897263857785]",1,0,"[{'name': 'fd', 'type': 'int', 'value': 9}]",0,0,0
916.232235,1,7333,1,0,1,systemd-udevd,ubuntu,3,close,[139692889307527],1,0,"[{'name': 'fd', 'type': 'int', 'value': 6}]",0,0,0
645.956139,1,7338,1,0,0,ps,ip-10-100-1-55,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/2/cmdline'}, {'name': 'flags', 'type': 'unsigned long', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'int*', 'value': 3849653931}]",0,0,0
903.206746,1,159,0,0,0,systemd-journal,ip-10-100-1-120,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/1/loginuid'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_CLOEXEC'}, {'name': 'mode', 'type': 'int*', 'value': 2925154084}]",0,0,0
1643.112687,1,7372,1,0,0,ps,ip-10-100-1-34,1005,security_file_open,"[140359678348971, 32758250075009335]",4,0,"[{'name': 'pathname', 'type': 'const char*', 'value': '/proc/7171/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY|O_LARGEFILE'}, {'name': 'dev', 'type': 'dev_t', 'value': 5}, {'name': 'inode', 'type': 'unsigned long', 'value': 39215}]",0,0,0
710.270746,1,7331,1,0,0,ps,ip-10-100-1-34,257,openat,[],4,1,"[{'name': 'dirfd', 'type': 'int', 'value': -100}, {'name': 'pathname', 'type': 'const char*', 'value': '/proc/7172/stat'}, {'name': 'flags', 'type': 'int', 'value': 'O_RDONLY'}, {'name': 'mode', 'type': 'mode_t', 'value': 2715852459}]",0,0,0
3609.83852,1,7423,0,0,1,close,ip-10-100-1-120,1010,sched_process_exit,[],0,0,[],1,0,1
